42035766,0,wxid_r9f7vmbxc0nv22,4,T2,Q3Eo4DBNr6Qg2BkM,wJpkE1kGX9
42035766,1,wxid_r9f7vmbxc0nv22,4,T2,OnP9LEVxBrPGpolR,kmqRqvbe6X
42035766,2,wxid_r9f7vmbxc0nv22,4,T2,PlbdeG0BrpADjQOk,KwPnRdYRNZ
42035766,3,wxid_r9f7vmbxc0nv22,4,T2,qbVvxJl9nV32Xl47,Dj5GpQ3RVO
42035766,4,wxid_r9f7vmbxc0nv22,4,T2,pwRLDKw6XpkDe93k,0ezkaEk9dK
42035766,5,wxid_r9f7vmbxc0nv22,4,T2,jG04ZaA4xP3ZKV7b,LyeOmLxqkR
42035766,6,wxid_r9f7vmbxc0nv22,4,T2,PE1Mpbwv20DqbykZ,GNYn58E7Rm
42035766,7,wxid_r9f7vmbxc0nv22,4,T2,RXlL7dLM8Zp7mzDQ,qw0gREMEDv
42035766,8,wxid_r9f7vmbxc0nv22,4,T2,zjyQMeXp1l46PV32,8m6MNe29dl
42037069,0,zxcvbzxcvb987789,4,T1,weYr9zQ4AqK8JMBK,oDGRYnl7e9
42037069,1,zxcvbzxcvb987789,4,T1,X2Nz7AG4Exeq94Wp,64oGgp9pLa
42037069,2,zxcvbzxcvb987789,4,T1,ApaDy8XjGrly01Z4,5z7Epbj91e
42037069,3,zxcvbzxcvb987789,4,T1,bjRN15EPXJQ1X9wg,pGXWqr5NQ7
42037069,4,zxcvbzxcvb987789,4,T1,35ypMEPA7aZ4e0jP,EYbp1XWPKq
42037069,5,zxcvbzxcvb987789,4,T1,QP4lxGEwyjN3D9e2,BXQJdjrkDx
42037069,6,zxcvbzxcvb987789,4,T1,7rN9g3eY2BZOXbvk,KZVrZwQMg4
42037069,7,zxcvbzxcvb987789,4,T1,wVDAgKVjnkxa7Oev,dvB5Jv5GO8
42037069,8,zxcvbzxcvb987789,4,T1,gqYyWL2eZjL7o3Xp,eBwpGxYVra
42038049,0,sher1991xyx,4,T1,mXE80Qx5Bd5rJ1Wn,wm167d5K3R
42038049,1,sher1991xyx,4,T1,vO5k0WgV9zV0KXqz,6J5n90PMRL
42038049,2,sher1991xyx,4,T1,K9J0Pd1ML4MZ5mQp,nb0WgAGQAl
42038049,3,sher1991xyx,4,T1,l1xjngdEYQEWbOXN,gRKlkjM157
42038049,4,sher1991xyx,4,T1,J4EmMkPYNOYdQPaX,EwnkleqyQ5
42038049,5,sher1991xyx,4,T1,Xd9k2mwWAdWvrYmn,lkLq0ag3Gb
42038049,6,sher1991xyx,4,T1,pbZqK643eP3dlYN6,y6dAbkVkjX
42038049,7,sher1991xyx,4,T1,6WQV7PW6JO6gENML,GlxmbzmDjz
42038049,8,sher1991xyx,4,T1,R4QMD2jMqWMDXOq2,9m7namnZ32
42039688,0,inovin,4,T3,dZXov0EZXQo1kln9,2RnMvrMb8w
42039688,1,inovin,4,T3,RZ4P0ZDPQlkg5m1V,J42xOVvZBo
42039688,2,inovin,4,T3,Azj3Emnb7xWvwb2B,pqX06R0m5M
42039688,3,inovin,4,T3,QjdlEkd9p1DqMYKa,nQE36oWBwJ
42039688,4,inovin,4,T3,1YNbPNdkbxRqQw69,a8k4084xbd
42039688,5,inovin,4,T3,9keENWn9PmdbPrlA,VY5p1apBgb
42039688,6,inovin,4,T3,ela2q3O72D0qP4GO,XZLY6Mq2Vb
42039688,7,inovin,4,T3,0r7qv6X5ewMVwYe5,gRL04GKYyW
42039688,8,inovin,4,T3,WmEl9DjNbEX4pk0b,XZoqkMJ9KO
42042439,0,_Fiona_Lulu,4,T1,VwJ2Gj5vBpZPlmxE,pW3zNGxBnR
42042439,1,_Fiona_Lulu,4,T1,Nl9zrj7KoQZDX0m7,78ARVLzNPO
42042439,2,_Fiona_Lulu,4,T1,xpBz5jQqArZLoA68,71bWPakBR8
42042439,3,_Fiona_Lulu,4,T1,vdlrej5rYnZPmzqB,vZ53qQ3YXw
42042439,4,_Fiona_Lulu,4,T1,5BNgPjVx3nZPq0no,R5nlRYDoOQ
42042439,5,_Fiona_Lulu,4,T1,1Xq0ljpX0JZE6xKk,Noy1RPp7Kb
42042439,6,_Fiona_Lulu,4,T1,jDn74j1omjZ60m1p,avw4Je1qJE
42042439,7,_Fiona_Lulu,4,T1,vkOPejNRYBZeJ54j,B4y2xr9jQa
42042439,8,_Fiona_Lulu,4,T1,nMkYOjrjk4ZOX2Pp,jO0ykzeoZv
42044805,0,Ymmzzc_2,4,T4,J4GeMNmpbj5P2glZ,w8pbJQOGAq
42044805,1,Ymmzzc_2,4,T4,jBV0ga8MbN0KvGez,LZ6AzMEp27
42044805,2,Ymmzzc_2,4,T4,Jq2mMJamyXnb0pyE,rL37R1jGOY
42044805,3,Ymmzzc_2,4,T4,971gNgL9zJPrqRnE,OvybgLke08
42044805,4,Ymmzzc_2,4,T4,7onQL7rZ5Jy981zl,RxN69NPd4o
42044805,5,Ymmzzc_2,4,T4,o283KmzBZvA7jvLg,ze1RYN7OKG
42044805,6,Ymmzzc_2,4,T4,eoDkKLYrkxJWpXg5,eQrRD8ROMj
42044805,7,Ymmzzc_2,4,T4,QnoRjGNBAo5Ple7p,p5P7vB7MRb
42044805,8,Ymmzzc_2,4,T4,OxG1gvBZ90LgeaE4,POvqeOawRQ
42048854,0,dkt33319990126,4,T1,0g7NvjMkDV7pV8w4,qR5dLPdDaz
42048854,1,dkt33319990126,4,T1,9bV48lbGWDgOW5yR,3ybjr4MLrQ
42048854,2,dkt33319990126,4,T1,w2y4gnn42xRg3YdB,EXqrazDLZJ
42048854,3,dkt33319990126,4,T1,jJV9LpnBJGRgDvZE,NdenvjnoQx
42048854,4,dkt33319990126,4,T1,y3L7mrkRn4MexbBN,9Ym60RpGa0
42048854,5,dkt33319990126,4,T1,pdQlvzVgRkzvNXk7,G1AnQ4gmOR
42048854,6,dkt33319990126,4,T1,Oo1yK8En1me0g9zA,vM2jDNpge0
42048854,7,dkt33319990126,4,T1,PxblqzNDn3jqpOJB,n5PljxYKoB
42048854,8,dkt33319990126,4,T1,env137XLZ164KD8a,ZXmr8wlvJ5
42049043,0,sound-feel-forever,4,T3,9zXPWo7yXPjW0y8J,j17yXre9lM
42049043,1,sound-feel-forever,4,T3,qz9Ybo9mQq63gGyk,loBbyebZXv
42049043,2,sound-feel-forever,4,T3,4pyKPoVy2pLDgkrj,POmEMYEaJj
42049043,3,sound-feel-forever,4,T3,Lz4NboWAy4BbYVne,0WyGg7GAPz
42049043,4,sound-feel-forever,4,T3,6mzPWoljELeVep8x,dNMbvNbvGo
42049043,5,sound-feel-forever,4,T3,8oMyXoV7wvZeZxRa,8bz7pJYlRo
42049043,6,sound-feel-forever,4,T3,z2bwPoEVopa7X3v1,36J8QO4wAm
42049043,7,sound-feel-forever,4,T3,QVLp4oE32WpXz76E,q3JgG147BE
42049043,8,sound-feel-forever,4,T3,ra6l7ogEarw74n8W,1YzQarmM0l
42051342,0,goldenbold,4,T3,yv9WxwOVoLlxzaEQ,wL30KzjPrq
42051342,1,goldenbold,4,T3,noep1wXJP5gZzWJw,qaEmY2ZdGA
42051342,2,goldenbold,4,T3,kV8mOwBz08DMaLAv,7Gw8nWplK6
42051342,3,goldenbold,4,T3,Vybvlw8gRLA39KxQ,L3xXQxrneV
42051342,4,goldenbold,4,T3,Kjwv3wxVB1RbGNX4,qzBrawVwN3
42051342,5,goldenbold,4,T3,lEw5dweWxGQ7NrQo,4pzNY5NkdW
42051342,6,goldenbold,4,T3,ZK2yMwQGyloVWvLa,bMeKDRyxjD
42051342,7,goldenbold,4,T3,d69Dpw2X47gvnJVo,DYRqA61zp5
42051342,8,goldenbold,4,T3,YV8Znw1RALrWB2zE,xrE5DWjAWv
42052869,0,zhuzhu985716,4,T4,vwJYEGeQ2wWXdZLA,bKdeXxeR3o
42052869,1,zhuzhu985716,4,T4,zQgV5JMmv3J9w7v8,QGAeMOJOoN
42052869,2,zhuzhu985716,4,T4,6BAXnKbz9e3aOmb7,5XljngebEd
42052869,3,zhuzhu985716,4,T4,Zp3yeLJwvmZqQMkP,dveE0Rj91y
42052869,4,zhuzhu985716,4,T4,1pdP3MkeQwVOwey6,pQVOnPMqJR
42052869,5,zhuzhu985716,4,T4,8JMnANy3zNL7YdjN,0JoePWpblm
42052869,6,zhuzhu985716,4,T4,e6GYva476GpDrady,rPqlQ9lMBY
42052869,7,zhuzhu985716,4,T4,lYjd0b7aBpDNvZ9k,JR73OZ1vk4
42052869,8,zhuzhu985716,4,T4,daLgmd4PkVAmV68o,PpW86G0J5l
42054225,0,SERENA12-24,4,T3,QjLlmpogLgZqby0N,Lj2MO0mkZQ
42054225,1,SERENA12-24,4,T3,eJm04qY2L2A4v2LQ,ZDoyQbGng1
42054225,2,SERENA12-24,4,T3,R9jZqry4a4xWXgox,mW4QvW1Ow9
42054225,3,SERENA12-24,4,T3,j6OdrvLx5xpM5ZDY,GNnaR1vQ5b
42054225,4,SERENA12-24,4,T3,z7yD39xmjmW8QnEY,4rN14AnkqG
42054225,5,SERENA12-24,4,T3,BXYDrxgRwRdEw5Jb,wW7MXRYVjv
42054225,6,SERENA12-24,4,T3,pWNog7RWlWKEXV3M,0mq8en6AoN
42054225,7,SERENA12-24,4,T3,bvXo9zblply9Dnrp,wBDajbak1v
42054225,8,SERENA12-24,4,T3,p3xaKAGyny34oRAJ,krmGk3Gd5n
42056294,0,ShawnWang0930,4,T1,w09VZ3PqlXA4g6Wn,MJ80JR0bXB
42056294,1,ShawnWang0930,4,T1,b0qo3E2Bmw4gdnVw,6Jek1Rlxrd
42056294,2,ShawnWang0930,4,T1,xn7RGE2QnxM16wEo,OrZnR6n31N
42056294,3,ShawnWang0930,4,T1,xP78MawW2d0elpWv,Rp07qvVNZa
42056294,4,ShawnWang0930,4,T1,Qn5V9dYMQqXjZoMd,2bX54p5nDz
42056294,5,ShawnWang0930,4,T1,zeB07gVqRBO8awNX,yZW8jxYLnK
42056294,6,ShawnWang0930,4,T1,rbPRdkPxDEZ6z4MV,6b4OlDOxmo
42056294,7,ShawnWang0930,4,T1,GLE19maBowA9vWaX,lL60lp0qrj
42056294,8,ShawnWang0930,4,T1,rd9bjWwonyNj8Dp4,YOgJknQkoj
42057670,0,L5474474,4,T3,wOmryRvbPR2yGdVA,lE1ZnRZvar
42057670,1,L5474474,4,T3,w5OnJRKojO0dvzR2,5L31gDGpN7
42057670,2,L5474474,4,T3,DZ5xgR4r7BpL8Ydv,2e8V57rowD
42057670,3,L5474474,4,T3,GOZ1jRB0z8ojXb5A,wMB1dkb3VQ
42057670,4,L5474474,4,T3,8X2VvRwoMnzWZoNE,mWNOpvg1PR
42057670,5,L5474474,4,T3,OG2V0RRxQPG067Pl,OR7rdye6JE
42057670,6,L5474474,4,T3,GeMlgR3RePx5qwW7,NjMvgrkX0x
42057670,7,L5474474,4,T3,pLYoGW0o7EAD1Oe6,LWq5JR51Qo
42057670,8,L5474474,4,T3,Nar1JRxeb4lAe3Xm,Kl3AGXVELR
42059067,0,usefully,4,T4,d1YGLDxK3mdL9yZb,RPbQyqQKg4
42059067,1,usefully,4,T4,drg5jEdbYn6WEMOq,2Vg4DP4Bp9
42059067,2,usefully,4,T4,V7EKDGk9l0vDXbpd,vWxRVw4jkd
42059067,3,usefully,4,T4,yjo4dJRbjpxd2RGz,2MOxMZYoLv
42059067,4,usefully,4,T4,apXdg5no0KGDRvYb,ZRzJDLJ86l
42059067,5,usefully,4,T4,JnXMGLoeE0PkozL3,MrmjmqjPp5
42059067,6,usefully,4,T4,wLW3daqDVopdvVP0,a3KjAr46ez
42059067,7,usefully,4,T4,7awz0bJPGor0l96R,Gnwg0rzY0X
42059067,8,usefully,4,T4,4WOEJd8mMEWJKLG2,a4kXnBXqRz
42061928,0,zll99927,4,T1,5QLJyvG43DjpnaVG,1wNzEmzPav
42061928,1,zll99927,4,T1,04yDP33DwlLPWao6,J827pl7kKN
42061928,2,zll99927,4,T1,lRa16xEO2ZGdZ50r,kjD73QdAg3
42061928,3,zll99927,4,T1,OaLWMyAW4BlMepx8,JB2nrvnAlr
42061928,4,zll99927,4,T1,vwbQ9z6d04V9AY58,MvXWygqLam
42061928,5,zll99927,4,T1,LJlNZAj8VyRmd6en,om7MXoQkZV
42061928,6,zll99927,4,T1,YXQ4g85bw3ldovB6,BogLx51vwQ
42061928,7,zll99927,4,T1,vO4nWDagLw53715N,7ERQl4Q9Yl
42061928,8,zll99927,4,T1,wR8ZmE1GELamPJxV,rvyz7lDlwk
42063392,0,mengmengwmj,4,T4,5LVmNM1l59vNRd4z,gPOlOjQ1dw
42063392,1,mengmengwmj,4,T4,1aNdzNL0Gd6M2kV8,5Jw7EOlX8j
42063392,2,mengmengwmj,4,T4,9Rpz36admkneV4oM,RO4q6nqx3k
42063392,3,mengmengwmj,4,T4,VME783RgE5vmR6aX,DpzreQrKe1
42063392,4,mengmengwmj,4,T4,5L16DNLqRZ8grO0j,NR27MKZd8g
42063392,5,mengmengwmj,4,T4,7GmqZ339nNKZA8Jy,yRwzVybZj6
42063392,6,mengmengwmj,4,T4,3gDoGrRaqd9GxrOk,O4l67jdRbP
42063392,7,mengmengwmj,4,T4,ovr901wxazQ2eVQl,zMwYvrYABy
42063392,8,mengmengwmj,4,T4,ZYXz928kxY7l6qWN,eXzy2GmBqA
42065820,0,awa89172,4,T1,1j63Zxe4M4oEXLPe,xqROy0WndP
42065820,1,awa89172,4,T1,XOGD5ylVOVLMym9a,xXO7Apzydl
42065820,2,awa89172,4,T1,ZO9o2zpl7lXjaP3M,vBz2DmY4Xo
42065820,3,awa89172,4,T1,l9MQ6A1QPQw63LNb,aLK6zn6lO3
42065820,4,awa89172,4,T1,jGKr58brjrn3QevR,69XlgeNLjA
42065820,5,awa89172,4,T1,zr3ebDkGDG0q0AVx,lrK9RaE6gX
42065820,6,awa89172,4,T1,kZApeEoLkLb513Lr,YAzVDy5xG3
42065820,7,awa89172,4,T1,Q1DRMG1eQeBdKmq0,1blR5yRBon
42065820,8,awa89172,4,T1,WjM9za62M2XPkLQ1,bJyMVo7pZe
42066138,0,kerr_Greenleaf,4,T2,r5eDMKLor9GQ0R4G,86VXOvg9Nj
42066138,1,kerr_Greenleaf,4,T2,mkxKeKp9v3GXvLJb,MWebR9ndvp
42066138,2,kerr_Greenleaf,4,T2,V0l9PKR12oD51Rqv,GBo02lQkv3
42066138,3,kerr_Greenleaf,4,T2,71greKlvxoDPloQj,kdAEYbx5KO
42066138,4,kerr_Greenleaf,4,T2,o5AMdKMVyjLPezbq,kjBqQKREN6
42066138,5,kerr_Greenleaf,4,T2,Oo8keKmkzjnXVnvd,5Qrq0pq92Z
42066138,6,kerr_Greenleaf,4,T2,LvOmdKoJAb9dM68R,XrbVxPVm87
42066138,7,kerr_Greenleaf,4,T2,BAevmK9y8KdWnw7b,zqdybJyrMp
42066138,8,kerr_Greenleaf,4,T2,BVW0dKXADzokqNQw,OyLea1eGPl
42068530,0,tpy0611,4,T1,Gd8kQEwa6Gv1VMvp,yDkqO7qwQJ
42068530,1,tpy0611,4,T1,gzbdPG3dMwWPArXE,eZdqzLVDXY
42068530,2,tpy0611,4,T1,e05PQJW0136VmJ2k,zma1vL30eO
42068530,3,tpy0611,4,T1,D5ZWeK5g1jGNB1aO,41waPrR3YB
42068530,4,tpy0611,4,T1,oqQXJL5ZbK18GgML,ZxAJlpJk64
42068530,5,tpy0611,4,T1,L18Pl3X9oy3V4kMO,JNog0dg4n3
42068530,6,tpy0611,4,T1,y1x2ENb8q50EODmA,9jPqENdpka
42068530,7,tpy0611,4,T1,4J5AeOl9z1kP1rjK,0Pdq5pgyJM
42068530,8,tpy0611,4,T1,lm9pVPzRDqenqNd4,zX9qkD6lnx
42070670,0,ly52837,4,T4,3yvADR6YGbADxe6Y,EYx5XvyPja
42070670,1,ly52837,4,T4,p9PXlR0vEdob762z,xQrMl3mDwg
42070670,2,ly52837,4,T4,Jy3rNRyrOeb5AKeb,N6AZYLbqX3
42070670,3,ly52837,4,T4,6LlDjRWM27ZEGZrP,W3q7MrQz6m
42070670,4,ly52837,4,T4,xg8V0RNb4j20mDa5,X4Kx09O1km
42070670,5,ly52837,4,T4,dNqr1Rwr5kVMYxA7,n4zVWoV1Ag
42070670,6,ly52837,4,T4,9QKnpRMV5jeJGz0q,dEvQngGAgB
42070670,7,ly52837,4,T4,GXMq7Rvw4Xq7BLpN,XWglGOlPV2
42070670,8,ly52837,4,T4,vrGBZRvwbK1Z3xJn,m8AnakN6lR
42071196,0,sufegaochen,4,T2,0oG1W4nYoaBvkdlA,evmzOZl0bq
42071196,1,sufegaochen,4,T2,YJXp1PzXP5p8Ojvb,K36nbKEMWl
42071196,2,sufegaochen,4,T2,B2Y01PW4PEe8kP4D,kM9Je1JB4a
42071196,3,sufegaochen,4,T2,23oMg4eQo7VPJrXK,NPE4RxJqb5
42071196,4,sufegaochen,4,T2,aJLB7bYoR8Zdle1D,dVy1lL13aL
42071196,5,sufegaochen,4,T2,lx15Ge19YOQGdmay,vQAL0qOKrD
42071196,6,sufegaochen,4,T2,4mVGKjewM60dlqrM,y3YqNVq2O1
42071196,7,sufegaochen,4,T2,bX2KglPEXZxgl1wk,xRPe3geWZw
42071196,8,sufegaochen,4,T2,Oq0j7nBDZgX7RewG,GdYOarvjzw
42073125,0,ljjjj0606,4,T3,aANZmpybpPnE6L7b,JdxzOlZ2eO
42073125,1,ljjjj0606,4,T3,6YMV4qO5Rz1v0Dq3,d3DeAR5BPl
42073125,2,ljjjj0606,4,T3,4makjrGQl9DKogM5,Lyn7XrQ8MZ
42073125,3,ljjjj0606,4,T3,GO17lv2QyXdl2vMV,Myg4W6ax8q
42073125,4,ljjjj0606,4,T3,nBYOg9rDx74abpNm,8XwenO47GD
42073125,5,ljjjj0606,4,T3,6o12qxrbgxzVyAeJ,lZ8MXk517r
42073125,6,ljjjj0606,4,T3,0DwkE2MQvOB5jeaJ,RABQ89EZwy
42073125,7,ljjjj0606,4,T3,K4Vq9zk5AYLJmZ7p,2RbPRdQ8aD
42073125,8,ljjjj0606,4,T3,oPvlKAXZx9rmkBED,AM3JkpZzkv
42075600,0,winchesterjl,4,T4,J14NdER8JRgm9ZO0,4wL5xgKbNj
42075600,1,winchesterjl,4,T4,1M2Z40RxXRWbJqyO,oxeKx23lPz
42075600,2,winchesterjl,4,T4,X0YwDpQENQAd5lqm,pdKQVYqzG3
42075600,3,winchesterjl,4,T4,zx0YlWkYGk7lJ7QK,3D1Wax7p6Q
42075600,4,winchesterjl,4,T4,PjXkak93y9GQxmvG,9wbM8YagVO
42075600,5,winchesterjl,4,T4,PnOemdz7rzebGaEk,9gdx5BOajQ
42075600,6,winchesterjl,4,T4,MlbPEK7kx7WEzvGp,D7vb8Lb3gr
42075600,7,winchesterjl,4,T4,eRMG0jrXbrN0KL4W,AJ5aR8bPod
42075600,8,winchesterjl,4,T4,Eae7dm9Px9zdDkXx,vDgeAXd2nw
42076790,0,zqq1122334,4,T1,dYW0vzy2OdAlXDem,MPxp3aGwk3
42076790,1,zqq1122334,4,T1,pQz90D7GXVkK3Vxy,J7yAGzrDN3
42076790,2,zqq1122334,4,T1,NQM2ZK13GelplxVq,wPRrvoknop
42076790,3,zqq1122334,4,T1,N5LzaQ83RDzP2dDl,Q5pL56P1Ye
42076790,4,zqq1122334,4,T1,Gnpk9QpDVbZA8XPq,gXepy2A95o
42076790,5,zqq1122334,4,T1,QEl3XZKzxER5eaLP,BmzpGjvdPE
42076790,6,zqq1122334,4,T1,OdbL0Z5dxGwA16GK,4oJvrjvyqb
42076790,7,zqq1122334,4,T1,210YE71GgRA89JdQ,LolejdOvZj
42076790,8,zqq1122334,4,T1,r41JQpKW7Dk5nGwV,Y792A6gLqo
42077437,0,Chris11784,4,T4,2ZJ3L0J020rPpMY4,lNvWqPnG60
42077437,1,Chris11784,4,T4,NBR9P05XxXwMvDVo,nKMLp7gmwq
42077437,2,Chris11784,4,T4,vGnAX0kmym0OgkqV,KV0WLa27pg
42077437,3,Chris11784,4,T4,N6Ay20AD7Dm8dWKw,0GneZ59o5w
42077437,4,Chris11784,4,T4,014OZ0l3A3bZvEjz,ea0jemjB57
42077437,5,Chris11784,4,T4,KrdE10ny8yLQ5WRb,oy1mdzObE6
42077437,6,Chris11784,4,T4,EdnZX0aNDNe4OQyJ,dNwgrEnAo7
42077437,7,Chris11784,4,T4,lrP5q0NoEowAmKGN,Oj8NdlNG6E
42077437,8,Chris11784,4,T4,7NBYm0wQGQzLyOpj,B8l4xX49RO
42078926,0,He-Zihan1111,4,T1,ZnOq5WM2JQOa8PzL,ZbAEjLkp6q
42078926,1,He-Zihan1111,4,T1,aRwM5RdzJDjAPj68,awZA7dV013
42078926,2,He-Zihan1111,4,T1,KWBe0RpeOGXgDYvp,YNdq5Qqlbo
42078926,3,He-Zihan1111,4,T1,yvVp21WMGyrmPrbE,8QR19zqXre
42078926,4,He-Zihan1111,4,T1,7YxAmXyMaqDKEdzD,m03gEMglRA
42078926,5,He-Zihan1111,4,T1,4BqQXRQM0OxGopPD,a6vLQ1LqGg
42078926,6,He-Zihan1111,4,T1,Px3oqRmgrQv9jRQm,ELWD4PD0Vw
42078926,7,He-Zihan1111,4,T1,kwnmgRX4xVzAxa9e,pO3L3qYexl
42078926,8,He-Zihan1111,4,T1,wZp5VR28LXPVngKL,x4oDa7nqMR
42079130,0,L741378264,4,T3,mpROk8mrRp7QbMJ9,oyd50BevjW
42079130,1,L741378264,4,T3,y9zXbDrzlDAG7Kxp,GLY5AOMDmq
42079130,2,L741378264,4,T3,r8aq17Zdv6nN5RW7,vE5YZrYzoW
42079130,3,L741378264,4,T3,6l1O7G89ZnamrY0g,6QRxNKMm8j
42079130,4,L741378264,4,T3,abjzgJZYk8agOZJl,4bOQ57NoJv
42079130,5,L741378264,4,T3,NL9ge3YR54kQZPV5,5QzqWR21pO
42079130,6,L741378264,4,T3,1GpqMLV1XO8m2e4A,e45g4Pgqnl
42079130,7,L741378264,4,T3,xVq57MdZ8JklN8dD,AkdVG7V47K
42079130,8,L741378264,4,T3,rmxyjN179lzPARob,RZkqa8N8l0
42080918,0,fuer8995,4,T1,AwOD5goa66D5ZjYe,XoBg31Dw1x
42080918,1,fuer8995,4,T1,GmjweWR6KKyXyY93,ME7YPOljJg
42080918,2,fuer8995,4,T1,06gxPmbAKK04RkqY,L9YGm0kQEA
42080918,3,fuer8995,4,T1,4wlLX5mN22YXoQeJ,PbYqGkqz9D
42080918,4,fuer8995,4,T1,xBY8OqxWZZrEdakb,ZQ2pLxpPXg
42080918,5,fuer8995,4,T1,V1BkgVMYAA9W7ax3,93K1X35OR2
42080918,6,fuer8995,4,T1,xgPVXJlxVV6knOJz,mdl1xJXKLq
42080918,7,fuer8995,4,T1,rn8lQzDgAAaNpE4B,463p5mpqgz
42080918,8,fuer8995,4,T1,WdGbg8EV223XjleD,BKEz5PJd5Y
42082129,0,wxid_p35bt2ti68ox22,4,T3,XWyVv3r78KeaEbo5,7jW8NgP0eX
42082129,1,wxid_p35bt2ti68ox22,4,T3,7LNmD3zVn4YMG59B,MR9DR1QY20
42082129,2,wxid_p35bt2ti68ox22,4,T3,8mV753p9OGa0PlNz,2PDkEOlVre
42082129,3,wxid_p35bt2ti68ox22,4,T3,oE0AP3GQrXYPVzYx,jan625RZez
42082129,4,wxid_p35bt2ti68ox22,4,T3,xME523Voe03NdVLR,rGZEzVEpow
42082129,5,wxid_p35bt2ti68ox22,4,T3,O6XkP337DVrPZ8Wy,aLeRxVgJA6
42082129,6,wxid_p35bt2ti68ox22,4,T3,KNJ9Q32q3Eazd2pl,5Xn2EzyBGo
42082129,7,wxid_p35bt2ti68ox22,4,T3,XKr6P3aMGExDzYnk,AgmpxE3Zqb
42082129,8,wxid_p35bt2ti68ox22,4,T3,Jk4bO3DwvRG8x0QX,al8WkAxZn9
42083002,0,WanJun25yt-L3r,4,T3,KA10Nm8KA0w3VEBn,d5e6X5GjDY
42083002,1,WanJun25yt-L3r,4,T3,0DyGjWdX41ez7Lov,DjGKYNqZ4L
42083002,2,WanJun25yt-L3r,4,T3,2mB5Gr27oAwGEQ08,m0a258K8zw
42083002,3,WanJun25yt-L3r,4,T3,LOojPvxJe6wZR5Ew,OyqG5zmLJA
42083002,4,WanJun25yt-L3r,4,T3,ybzVqxxeBbwqDGXY,xwjnQ4rbM8
42083002,5,WanJun25yt-L3r,4,T3,6vrbDMPnwLyxqdBl,OjAvNWR9kr
42083002,6,WanJun25yt-L3r,4,T3,BVQPvZElOog0jlJ8,ApQVmbPD6k
42083002,7,WanJun25yt-L3r,4,T3,MNvBXL46Lp0XwxAO,EYZ9MW2w7N
42083002,8,WanJun25yt-L3r,4,T3,YawRGQPl476K8VQN,nvpY4mazZj
42085387,0,Zhuyicheng_junior,4,T2,reab6oA5VYLg8zBN,bzYkaXmngl
42085387,1,Zhuyicheng_junior,4,T2,j0P5koGnrX9kn397,pykEd74Xg8
42085387,2,Zhuyicheng_junior,4,T2,GOkYqoBzPjv3MA7P,em3jOvY9k8
42085387,3,Zhuyicheng_junior,4,T2,o1kM2oVJGLqjPD5J,wP2vnGg49p
42085387,4,Zhuyicheng_junior,4,T2,azk7DoJ0YEwmjPbK,gO4jNOpNm8
42085387,5,Zhuyicheng_junior,4,T2,10G2noG9rYxnExja,j4g0OJmOV3
42085387,6,Zhuyicheng_junior,4,T2,n1JBxo4LwbJEbWOD,qXZMQ4L9lG
42085387,7,Zhuyicheng_junior,4,T2,oqr1jo1nkpym2vAX,obGnavNVvl
42085387,8,Zhuyicheng_junior,4,T2,QpNbqo8jv1KZ39oj,2Z90xD0bE1
42086202,0,Alicia1220-,4,T3,NLVlDepAGra3z2Oq,dEGJmW3n4l
42086202,1,Alicia1220-,4,T3,2ZODgZNnBmpgnWkq,4av7rn72MV
42086202,2,Alicia1220-,4,T3,nQ0G4WXbjagkWVKJ,aAMJXQklEw
42086202,3,Alicia1220-,4,T3,LAMkrX7L6byQWpKe,x9b7Wajg0D
42086202,4,Alicia1220-,4,T3,nbdEp89BZy7PQyqM,Kr9aYV1AvO
42086202,5,Alicia1220-,4,T3,gnxrEzWreZyLwMWY,EDwRXWMGaO
42086202,6,Alicia1220-,4,T3,OADBEQY3mgkEQGPm,DoKk5Dgqp1
42086202,7,Alicia1220-,4,T3,0RBXLa1XroaLyNVm,d9L5jGqOzm
42086202,8,Alicia1220-,4,T3,mw9l43be82wqdvYO,zLR2kNABwv
42087083,0,jiangjun0729,4,T4,3nlj7AEVaAr7b0Gq,BY72zoEJR9
42087083,1,jiangjun0729,4,T4,Em4lgAz6KwdekJQY,DMZ8VerYv2
42087083,2,jiangjun0729,4,T4,VKXOjAA27a8jYxR3,B6rmd2Jqv4
42087083,3,jiangjun0729,4,T4,01V2PAkwx4ZDmaMn,PmOargxdwq
42087083,4,jiangjun0729,4,T4,34JVxAa1DWAxeGWQ,xp4e5XqnWB
42087083,5,jiangjun0729,4,T4,kjN38AOzQn0l9JPB,vqVmjq2e7L
42087083,6,jiangjun0729,4,T4,L915nAmqRKynAqQw,Bo5ElNRamb
42087083,7,jiangjun0729,4,T4,yxkw3ApkJZP9EL7j,L70mlKVbYg
42087083,8,jiangjun0729,4,T4,WMGEvAarYGNvnlBQ,9e85zGndKN
42088824,0,zll211211zll,4,T4,4N2ZVJ1XBBqWAywJ,eXKAVLxkOG
42088824,1,zll211211zll,4,T4,pvlZWK7xZZwWoRJr,OPQ18meAJl
42088824,2,zll211211zll,4,T4,3Na7gLwzqqZMxlzK,o8Rk4oA04j
42088824,3,zll211211zll,4,T4,vQEWXMn9QQpqpORB,D8dq5mq5l0
42088824,4,zll211211zll,4,T4,onDJXWGRqqYXx5Ll,ExpJ6X10oD
